timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,event_class,source,risk_level,accel_mag,gyro_mag,jerk,braking_intensity,turn_sharpness,harsh_accel_flag,harsh_brake_flag,harsh_turn_flag,tilt_angle,impact_score
22-3-2023 20:32:39:320352,-3.353295,-4.104586,2.833607,0.037641,-0.069241,0.131234,sudden-acc,kaggle,1,6.01011998373327,0.15308012189046621,0.0,4.104586,0.131234,0,0,0,-33.91355383473009,2.449972030060448
22-3-2023 20:32:39:685071,-2.165347,-2.073578,-0.260807,-0.017754,-0.196808,0.142686,sudden-acc,kaggle,1,3.009397554950492,0.24373733398066044,3.0007224287827783,2.073578,0.142686,0,0,0,-46.01555777407971,2.1770969508092284
22-3-2023 20:32:39:697380,-2.510235,-1.661629,14.320298,0.070931,0.002666,0.153073,sudden-acc,kaggle,1,14.633291683612063,0.16872953993299453,11.62389412866157,1.661629,0.153073,0,0,0,-9.87752953659664,9.391103774023195
22-3-2023 20:32:39:705378,-1.303127,3.090163,5.219082,0.060544,0.144881,0.147213,sudden-acc,kaggle,1,6.203713748024001,0.21523881496142838,8.42957793558806,0.0,0.147213,0,0,0,-12.125631219697691,5.074930524374447
22-3-2023 20:32:39:737391,6.140707,-2.351405,-1.496656,-0.005237,-0.019972,0.128571,sudden-acc,kaggle,1,6.743690911971723,0.13021831282120036,0.5399771639477216,2.351405,0.128571,0,0,0,65.58638578093297,2.898535007819366
22-3-2023 20:32:39:745373,-2.356952,0.953773,-0.069202,0.02752,0.222646,0.098743,sudden-acc,kaggle,1,2.543559431709234,0.2451097137304028,4.200131480262489,0.0,0.098743,0,0,0,-67.91625305554797,2.350996130881561
22-3-2023 20:32:39:753375,-0.919918,-7.601368,8.49552,-0.008433,-0.000264,0.148012,sudden-acc,kaggle,1,11.436822315160274,0.14825227596566604,8.89326288345104,7.601368,0.148012,0,0,0,-4.613555891544679,7.287183473889122
22-3-2023 20:32:39:753375,-0.498388,0.359799,-1.487076,-0.026543,-0.19521,0.130702,sudden-acc,kaggle,1,1.6091118509044051,0.23642015090300572,9.827710464255869,0.0,0.130702,0,0,0,-18.042876900267995,3.6628839249094245
22-3-2023 20:32:39:761372,0.009364,0.541823,0.266106,0.016335,-0.021836,0.052403,sudden-acc,kaggle,1,0.6037153725564722,0.0590738311776035,1.005396478347933,0.0,0.052403,0,0,0,0.8887287264690741,0.5608272418802498
22-3-2023 20:32:39:769370,0.344672,-1.862813,6.263327,0.043766,0.149408,0.114722,sudden-acc,kaggle,1,6.543556843910046,0.19338911681891513,5.939841471353574,1.862813,0.114722,0,0,0,3.0193661823639744,4.457391914015766
22-3-2023 20:32:39:769370,-1.092362,-0.45452,-4.955116,0.028053,0.057261,0.113391,sudden-acc,kaggle,1,5.094410441150183,0.13008962991337933,1.4491464027598635,0.45452,0.113391,0,0,0,-12.381715386202908,2.511534986262046
22-3-2023 20:32:39:817416,-0.057698,0.867551,8.256012,-0.010297,-0.195743,0.126174,sudden-acc,kaggle,1,8.3016689852673,0.23311205145594682,3.207258544117117,0.0,0.126174,0,0,0,-0.3982185398584788,4.352778772778839
22-3-2023 20:32:39:865369,-3.506578,0.41728,0.199043,0.005948,0.131831,0.12431,sudden-acc,kaggle,1,3.536923802449383,0.1812946975644903,4.764745182817917,0.0,0.12431,0,0,0,-82.48921913148041,2.8985814850944758
22-3-2023 20:32:39:905404,-0.048118,-1.220938,-8.289036,-0.082736,-0.269514,0.118451,sudden-acc,kaggle,1,8.378611027554864,0.30580006751634303,4.841687225105481,1.220938,0.118451,0,0,0,-0.329048987303764,4.8956905988084936
22-3-2023 20:32:39:953358,-1.370189,3.023101,-6.717878,-0.079274,-0.020771,0.116853,sudden-acc,kaggle,1,7.49309297785674,0.14272499825188298,0.8855180496981241,0.0,0.116853,0,0,0,-10.53640693259051,3.3057101055276985
22-3-2023 20:32:40:1352,0.871584,4.536777,-2.167273,0.033379,0.045277,0.140289,sudden-acc,kaggle,1,5.102849838405398,0.1511461805372534,2.390243139451342,0.0,0.140289,0,0,0,9.834532540642595,2.803556731358738
22-3-2023 20:32:40:41348,0.641659,-0.943112,-2.176851,0.04057,-0.046071,0.112059,sudden-acc,kaggle,1,2.457614044764963,0.1277719899743289,2.6452357936404356,0.943112,0.112059,0,0,0,15.134761972694632,1.8149479529904144
22-3-2023 20:32:40:89366,-0.479228,0.886711,5.037058,0.089307,0.320119,0.094216,sudden-acc,kaggle,1,5.136912415923499,0.345439675002742,2.679298371158536,0.0,0.094216,0,0,0,-5.352967865971517,2.962186380217783
22-3-2023 20:32:40:137338,-3.631122,7.602448,-2.94327,0.059745,-0.05486,0.122446,sudden-acc,kaggle,1,8.924410393100937,0.1468744618407162,3.7874979771774377,0.0,0.122446,0,0,0,-24.008695487737636,4.750075888945821
22-3-2023 20:32:40:177345,-2.127027,4.603838,3.379679,0.044032,0.062321,0.117918,sudden-acc,kaggle,1,6.094407135399964,0.1404541875096645,2.830003257700973,0.0,0.117918,0,0,0,-20.4269544846794,3.328900087723177
22-3-2023 20:32:40:225328,-0.527129,-0.02341,-6.440052,-0.001509,-0.082823,0.117652,sudden-acc,kaggle,1,6.461631587567106,0.14388856630740332,0.36722445216714217,0.02341,0.117652,0,0,0,-4.679292950230978,2.7379865405692057
22-3-2023 20:32:40:273313,-3.793985,2.457868,7.230928,-0.011096,0.001867,0.140289,sudden-acc,kaggle,1,8.527705261489341,0.14073951266790716,2.0660736739222356,0.0,0.140289,0,0,0,-26.417007961087688,4.07312606057278
22-3-2023 20:32:40:313310,-6.198622,-0.167114,2.938988,-0.020151,-0.011183,0.134164,sudden-acc,kaggle,1,6.862105526150411,0.13612898730983053,1.6655997353389305,0.167114,0.134164,0,0,0,-64.5968835943849,3.2853608272547925
22-3-2023 20:32:40:361304,2.720567,2.237523,-2.531321,0.004617,0.056462,0.1062,sudden-acc,kaggle,1,4.337692933122283,0.12036492069120472,2.524412593028128,0.0,0.1062,0,0,0,38.8432676623245,2.528510427364713
22-3-2023 20:32:40:401308,-2.931765,-2.523849,5.429848,0.15056,0.251142,0.109662,sudden-acc,kaggle,1,6.666956509017439,0.3126761455691815,2.3292635758951556,2.523849,0.109662,0,0,0,-26.087652553104135,3.4593645200462766
22-3-2023 20:32:40:449286,-0.124759,0.790909,-2.98159,0.085578,0.162191,0.119782,sudden-acc,kaggle,1,3.0872286573012375,0.21903707925600177,3.5797278517162012,0.0,0.119782,0,0,0,-2.3160290223721476,2.374520942212156
22-3-2023 20:32:40:497281,-2.031224,-0.895211,-1.61162,0.157485,0.219983,0.131767,sudden-acc,kaggle,1,2.743099104497867,0.30092621654319185,0.3441295528033703,0.895211,0.131767,0,0,0,-47.77275459758956,1.2907563726031157
22-3-2023 20:32:40:545274,-2.328211,4.182308,-0.653597,0.069599,0.187226,0.119782,sudden-acc,kaggle,1,4.831092599588006,0.23290625453387895,2.0879934950901387,0.0,0.119782,0,0,0,-28.811022412710184,2.6287069647224075
22-3-2023 20:32:40:585271,-0.230142,2.515349,-4.543167,-0.036396,-0.208526,0.148811,sudden-acc,kaggle,1,5.198106609319782,0.2587517636906075,0.36701400973177645,0.0,0.148811,0,0,0,-2.537554154769065,2.2669723757546283
22-3-2023 20:32:40:633267,-2.127027,-2.447207,4.184416,-0.200716,0.265257,0.129903,sudden-acc,kaggle,1,5.2936191042267104,0.35710359577299133,0.09551249490692815,2.447207,0.129903,0,0,0,-23.691354452392087,2.25323246889466
22-3-2023 20:32:40:681259,-0.057698,-2.859157,-4.399464,-0.319761,-0.170975,0.137626,sudden-acc,kaggle,1,5.2472270102549405,0.3878407709640646,0.04639209397176991,2.859157,0.137626,0,0,0,-0.6300315389199458,2.229160663582727
22-3-2023 20:32:40:727165,-1.178584,-4.871004,2.919826,-0.200716,0.197346,0.096346,sudden-acc,kaggle,1,5.8000969029273985,0.29751455105254937,0.552869892672458,4.871004,0.096346,0,0,0,-11.724192491999176,2.5751540942884614
22-3-2023 20:32:40:768172,2.184075,-1.881974,-1.333792,0.00728,0.076969,0.082764,sudden-acc,kaggle,1,3.176635144546034,0.11325681020141791,2.6234617583813646,1.881974,0.082764,0,0,0,43.435972632574206,2.091669628393248
22-3-2023 20:32:40:816136,0.593757,2.371646,-0.021301,0.105552,-0.117445,0.093949,sudden-acc,kaggle,1,2.444934734704794,0.18374157757568102,0.7317004098412401,0.0,0.093949,0,0,0,14.054922052155977,1.2526064901069938
22-3-2023 20:32:40:856136,-0.220562,-2.638812,5.908859,0.169203,0.117982,0.098477,sudden-acc,kaggle,1,6.475074597953988,0.2285763046818283,4.030139863249194,2.638812,0.098477,0,0,0,-1.9520573320105632,3.867644689560902
22-3-2023 20:32:40:904124,3.151677,6.673167,-2.627123,0.093301,-0.033021,0.112059,sudden-acc,kaggle,1,7.833645446364484,0.14950813530707951,1.358570848410496,0.0,0.112059,0,0,0,23.723650847314854,3.5858818736610663
22-3-2023 20:32:40:952118,-1.830039,0.455601,1.559435,-0.047316,0.180568,0.118451,sudden-acc,kaggle,1,2.447131490530699,0.22107520412972595,5.3865139558337845,0.0,0.118451,0,0,0,-48.40277699976733,2.6611293442013326
22-3-2023 20:32:40:992112,-2.29947,-2.772935,4.30896,-0.185269,0.123841,0.091819,sudden-acc,kaggle,1,5.616392710336858,0.24102266367086725,3.169261219806159,2.772935,0.091819,0,0,0,-24.168477958162313,3.269642249177851
22-3-2023 20:32:41:40108,-3.104209,1.020834,-9.170416,-0.189797,-0.345148,0.122446,sudden-acc,kaggle,1,9.735232158726005,0.41248401911952903,4.118839448389147,0.0,0.122446,0,0,0,-18.59420065707221,5.253489903743004
22-3-2023 20:32:41:80105,1.216472,2.333325,-4.868895,-0.03107,0.204004,0.11632,sudden-acc,kaggle,1,5.53446909860684,0.23688250107595535,4.200763060119165,0.0,0.11632,0,0,0,12.6972405926248,3.545081307801272
22-3-2023 20:32:41:136093,1.063188,3.128484,0.927141,0.065071,-0.088682,0.085427,sudden-acc,kaggle,1,3.4318174915751274,0.13927133407130127,2.1026516070317123,0.0,0.085427,0,0,0,18.047370098470484,2.0453038789609552
22-3-2023 20:32:41:176093,-2.452754,4.603838,-12.561816,0.1969,0.253539,0.143219,sudden-acc,kaggle,1,13.601858245571302,0.3515157414426842,10.170040753996174,0.0,0.143219,0,0,0,-10.38868604283842,8.597210246860179
22-3-2023 20:32:41:224087,-0.067278,3.454211,2.958147,0.033379,0.178171,0.090754,sudden-acc,kaggle,1,4.548267102470346,0.20271988407159275,9.053591143100956,0.0,0.090754,0,0,0,-0.847550496272014,4.596200149139904
22-3-2023 20:32:41:272076,3.439085,6.38576,8.006926,0.228059,0.10147,0.142686,sudden-acc,kaggle,1,10.803522591465295,0.2875175872481543,6.255255488994949,0.0,0.142686,0,0,0,18.561958450159832,6.28424095945905
22-3-2023 20:32:41:312075,-8.25837,4.795443,-2.95285,-0.020151,0.131831,0.121913,sudden-acc,kaggle,1,9.995812710612828,0.1806882811114213,0.8077098808524674,0.0,0.121913,0,0,0,-55.70860785175428,4.294844532834298
22-3-2023 20:32:41:360069,-2.107866,-0.674866,5.631031,-0.056637,-0.125701,0.131501,sudden-acc,kaggle,1,6.05037629531197,0.1905282240797935,3.9454364153008576,0.674866,0.131501,0,0,0,-20.38862339932759,3.6609399099389837
22-3-2023 20:32:41:400063,-12.9431,7.25756,7.604559,-0.114695,0.034358,0.055333,sudden-acc,kaggle,1,16.674091649864497,0.1318982792836965,10.623715354552527,0.0,0.055333,1,0,0,-50.917607782175644,9.896320750096667
22-3-2023 20:32:41:448058,-2.165347,0.560983,-10.18592,-0.069687,0.153936,0.089422,sudden-acc,kaggle,1,10.428633458085388,0.19117757229602012,6.245458191779109,0.0,0.089422,0,0,0,-11.983780137392689,6.102444112456693
22-3-2023 20:32:41:496055,0.842843,-2.217282,-1.544558,-0.006569,-0.291884,0.112592,sudden-acc,kaggle,1,2.8306153404404846,0.3129159306922548,7.598018117644903,2.217282,0.112592,0,0,0,17.323091387576394,3.505526350677341
22-3-2023 20:32:41:536096,-5.738771,2.95604,9.108654,-0.043853,0.189622,0.105934,sudden-acc,kaggle,1,11.164194676005833,0.22158881029736138,8.333579335565348,0.0,0.105934,0,0,0,-30.93288023970421,7.032228314161147
22-3-2023 20:32:41:587328,2.030791,0.810069,-7.302272,-0.071018,-0.477776,0.094748,sudden-acc,kaggle,1,7.622565200273855,0.4922302774149514,3.5416294757319777,0.0,0.094748,0,0,0,15.45124653288559,4.259184006053621
22-3-2023 20:32:41:625103,-0.009797,-1.556246,5.142441,0.001155,0.131298,0.084895,sudden-acc,kaggle,1,5.37277368146156,0.15635747457029356,2.2497915188122954,1.556246,0.084895,0,0,0,-0.10447621586848589,2.8709541705994006
22-3-2023 20:32:41:681105,-1.667176,2.007597,0.41939,0.008612,0.063919,0.094216,sudden-acc,kaggle,1,2.6430681984173243,0.11417731719128804,2.7297054830442353,0.0,0.094216,0,0,0,-39.107174542243484,1.9103921194375868
22-3-2023 20:32:41:721095,-0.450487,1.222019,-4.926376,0.016868,0.132896,0.10913,sudden-acc,kaggle,1,5.095630428799365,0.1727866694510893,2.4525622303820405,0.0,0.10913,0,0,0,-5.071942499763681,2.825856841469685
22-3-2023 20:32:41:769129,1.55178,-2.859157,-9.975155,-0.036929,-0.137685,0.099276,sudden-acc,kaggle,1,10.49221221635714,0.17371423212275958,5.396581787557776,2.859157,0.099276,0,0,0,8.505147622001656,5.867973692447017
22-3-2023 20:32:41:810241,-12.06172,-2.111899,18.86132,-0.004971,-0.035418,0.107798,sudden-acc,kaggle,1,22.487654366051633,0.11357620511797355,11.995442149694492,2.111899,0.107798,1,0,0,-32.43692002236582,12.627767252864393
22-3-2023 20:32:41:858209,-2.318631,0.522663,18.238605,0.050158,0.007726,0.125908,sudden-acc,kaggle,1,18.392823020726183,0.1357510239519393,4.094831345325449,0.0,0.125908,1,0,0,-7.242073191633681,8.62630391907369
22-3-2023 20:32:41:906775,-2.050384,1.959696,-7.331013,-0.143724,0.232234,0.145882,sudden-acc,kaggle,1,7.860549253458119,0.3096300645221649,10.532273767268064,0.0,0.145882,0,0,0,-15.120200029122858,6.396790850920317
22-3-2023 20:32:41:946832,3.304961,2.726114,-7.905827,-0.212967,-0.049267,0.103803,sudden-acc,kaggle,1,8.992027875092804,0.2419860392398702,1.1314786216346846,0.0,0.103803,0,0,0,21.564195392708807,4.008850548299488
22-3-2023 20:32:41:994830,-2.414433,-5.886508,19.741504,0.000888,0.143016,0.100075,sudden-acc,kaggle,1,20.74144265299714,0.17455477772034772,11.749414777904336,5.886508,0.100075,1,0,0,-6.684740486113754,11.873767927886261
22-3-2023 20:32:42:34784,-3.314974,2.572831,-11.603794,-0.097384,0.140886,0.074774,sudden-acc,kaggle,1,12.339227981104532,0.18687872946913997,8.402214671892608,0.0,0.074774,0,0,0,-15.584144538890508,7.512419212850338
22-3-2023 20:32:42:82809,1.628422,3.348829,-2.56006,-0.061431,-0.109189,0.077438,sudden-acc,kaggle,1,4.518884938225911,0.14728424670004597,7.820343042878621,0.0,0.077438,0,0,0,21.122260604785303,4.1978421621639646
22-3-2023 20:32:42:130761,2.893012,-2.389726,5.180761,-0.01083,-0.073236,0.067584,sudden-acc,kaggle,1,6.396920612790267,0.10024169617479545,1.878035674564356,2.389726,0.067584,0,0,0,26.88818023434702,3.1522514563378525
22-3-2023 20:32:42:170805,-5.068155,6.931833,3.667086,-0.030005,0.045543,0.104336,sudden-acc,kaggle,1,9.337238541202105,0.11773047935857563,2.9403179284118375,0.0,0.104336,0,0,0,-32.87373456794483,4.652309938811966
22-3-2023 20:32:42:219813,-2.807222,-0.061731,1.492374,0.057881,-0.047935,0.120848,sudden-acc,kaggle,1,3.1798563221505782,0.14231027190614176,6.157382219051526,0.061731,0.120848,0,0,0,-61.98371257584989,3.161850276147532
22-3-2023 20:32:42:267843,-0.872017,1.365722,-1.554138,-0.132804,0.07324,0.131234,sudden-acc,kaggle,1,2.245207151382028,0.20055762955320347,0.9346491707685503,0.0,0.131234,0,0,0,-22.85438507184639,1.2386449006493374
22-3-2023 20:32:42:315865,-6.275264,2.419547,6.426189,-0.071284,-0.015444,0.12431,sudden-acc,kaggle,1,9.302099280196165,0.14412807461421248,7.0568921288141375,0.0,0.12431,0,0,0,-42.423661550557924,5.8811457731069705
22-3-2023 20:32:42:355821,-1.41809,0.053232,-2.138531,0.100226,-0.019972,0.172514,sudden-acc,kaggle,1,2.5665400312258915,0.20051237382266462,6.735559248970274,0.0,0.172514,0,0,0,-33.54074553546652,3.1074374993282383
22-3-2023 20:32:42:403813,-3.679023,1.231599,-6.535854,-0.15704,0.060191,0.10114,sudden-acc,kaggle,1,7.600620622070674,0.19624937625633362,5.034080590844782,0.0,0.10114,0,0,0,-28.94975513522058,4.6093472389586045
22-3-2023 20:32:42:451808,4.377946,-0.243755,-15.090995,-0.093655,-0.335028,0.060393,sudden-acc,kaggle,1,15.715086947547123,0.35307553619303617,8.11446632547645,0.243755,0.060393,1,0,0,16.175613699651258,8.826297337519694
22-3-2023 20:32:42:491849,-5.757931,1.71061,-3.192356,-0.003905,0.038353,0.055866,sudden-acc,kaggle,1,6.802285851358865,0.0678764435573933,8.912801096188257,0.0,0.055866,0,0,0,-57.829779455627964,5.415117602467241
22-3-2023 20:32:42:539822,-0.58461,0.992094,2.642,-0.065159,-0.217847,0.092352,sudden-acc,kaggle,1,2.8820449956473615,0.24542188694979916,3.920240855711503,0.0,0.092352,0,0,0,-11.703408540599185,2.4025168210573353
22-3-2023 20:32:42:579799,3.027134,-2.063998,-7.63758,-0.219625,-0.114515,0.064921,sudden-acc,kaggle,1,8.470906460017133,0.25605382655020015,5.588861464369772,2.063998,0.064921,0,0,0,20.937941854654543,5.141837171282845
22-3-2023 20:32:42:627790,2.682246,-3.165724,-3.613886,0.04057,-0.083888,0.107265,sudden-acc,kaggle,1,5.502401663790821,0.1420876548789514,2.968504796226312,3.165724,0.107265,0,0,0,29.174311078481406,3.1341384008479074
22-3-2023 20:32:42:675779,2.83553,0.446021,-2.742084,-0.033733,0.173111,0.099542,sudden-acc,kaggle,1,3.969658647339466,0.2025189950942874,1.5327430164513554,0.0,0.099542,0,0,0,45.585919288867125,2.1084420623994795
22-3-2023 20:32:42:715775,-1.465991,2.764435,6.962683,0.097829,-0.105993,0.045479,sudden-acc,kaggle,1,7.633491012622927,0.1512394417174303,3.663832365283461,0.0,0.045479,0,0,0,-11.072283864786709,4.197917947149438
22-3-2023 20:32:42:763768,-0.881597,-3.319008,-6.353829,0.118868,0.185361,0.122978,sudden-acc,kaggle,1,7.222476745252559,0.2522139770690752,0.4110142673703683,3.319008,0.122978,0,0,0,-7.011177736003494,3.087959171432857
22-3-2023 20:32:42:811761,-0.479228,5.274454,-8.442319,0.025123,-0.19521,0.087824,sudden-acc,kaggle,1,9.966056119241001,0.21552532149378642,2.7435793739884424,0.0,0.087824,0,0,0,-2.75618901999929,4.87415385634107
22-3-2023 20:32:42:859757,0.555437,-5.819447,3.619184,-0.031869,0.289759,0.090221,sudden-acc,kaggle,1,6.875533904551268,0.30514871797698906,3.0905222146897335,5.819447,0.090221,0,0,0,4.633663838960991,3.768914841620524
22-3-2023 20:32:42:899748,0.804522,-5.694904,4.462244,-0.132272,0.045543,0.089955,sudden-acc,kaggle,1,7.279478603116847,0.16631881690897155,0.4039446985655797,5.694904,0.089955,0,0,0,6.345244828916902,3.0828704958891047
22-3-2023 20:32:42:947743,0.727881,7.516226,-3.748008,-0.111499,0.058593,0.092352,sudden-acc,kaggle,1,8.430363456061725,0.15618597425505276,1.1508848529448779,0.0,0.092352,0,0,0,4.953107849937749,3.7642666305846695
22-3-2023 20:32:42:996116,0.603338,-5.905668,6.292067,-0.125614,0.435969,0.081432,sudden-acc,kaggle,1,8.650493535108676,0.46095446258931044,0.22013007904695137,5.905668,0.081432,0,0,0,3.9994029344741064,3.664522776534349
22-3-2023 20:32:43:39773,-8.038025,-0.933532,19.741504,-0.177014,-0.218913,0.020445,sudden-acc,kaggle,1,21.335611265620326,0.282267348076252,12.68511773051165,0.933532,0.020445,1,0,0,-22.132032066341846,12.424460029824502
22-3-2023 20:32:43:79754,4.320465,-2.265183,-10.415845,-0.041723,-0.118244,0.109396,sudden-acc,kaggle,1,11.501621577140286,0.16640293591460456,9.83398968848004,2.265183,0.109396,0,0,0,22.063852067777127,7.6007664181745085
22-3-2023 20:32:43:127750,-10.203157,-2.523849,14.895108,0.042168,0.615202,0.118717,sudden-acc,kaggle,1,18.230152738611764,0.6279692405818935,6.728531161471478,2.523849,0.118717,1,0,0,-34.03406915455124,9.499011216060717
22-3-2023 20:32:43:175800,0.823683,-7.419344,-15.550847,-0.109901,-0.344083,0.159464,sudden-acc,kaggle,1,17.249752505245805,0.39484187719389646,0.9804002333659589,7.419344,0.159464,1,0,0,2.736938534724905,7.3124736352662785
22-3-2023 20:32:43:216609,-5.259759,4.335592,-5.175462,-0.293395,0.056995,0.084362,sudden-acc,kaggle,1,8.558494589703788,0.31055756808360024,8.691257915542018,0.0,0.084362,0,0,0,-37.92038517243389,6.1239424809692
22-3-2023 20:32:43:264646,2.500222,5.657663,1.090004,0.252827,-0.244746,0.174644,sudden-acc,kaggle,1,6.280793691156318,0.3928391823392875,2.2777008985474696,0.0,0.174644,0,0,0,23.45784325586994,3.3134795007285547
22-3-2023 20:32:43:304695,-6.687213,4.967886,-4.265341,-0.065958,0.154734,0.126707,sudden-acc,kaggle,1,9.359051386900598,0.21058901293514815,3.0782576957442798,0.0,0.126707,0,0,0,-45.60373174117811,4.730274567364068
22-3-2023 20:32:43:352691,1.685903,-5.991891,-3.249838,0.033646,-0.221842,0.130169,sudden-acc,kaggle,1,7.02185685609825,0.259402958427617,2.337194530802348,5.991891,0.130169,0,0,0,13.892065688081255,3.587721989208289
22-3-2023 20:32:43:400634,-2.567717,1.835153,2.881506,-0.081671,0.268986,0.131234,sudden-acc,kaggle,1,4.273644107027866,0.31023536741158314,2.748212749070384,0.0,0.131234,0,0,0,-36.92908695385678,2.6269920777557365
22-3-2023 20:32:43:449375,-0.249302,3.348829,-10.166759,-0.017754,-0.045272,0.095281,sudden-acc,kaggle,1,10.706997512025769,0.10697302211772836,6.433353404997903,0.0,0.095281,0,0,0,-1.3341969480531013,6.244896932944997
22-3-2023 20:32:43:489327,-7.329088,-2.370565,4.960417,-0.067023,-0.076431,0.103803,sudden-acc,kaggle,1,9.161923714202056,0.14528882647678037,1.5450737978237132,2.370565,0.103803,0,0,0,-53.125402223569715,4.171878272970971
22-3-2023 20:32:43:537364,-3.717343,0.4077,-8.107011,-0.093655,0.064718,0.120848,sudden-acc,kaggle,1,8.927960888342309,0.16602384663957165,0.23396282585974681,0.0,0.120848,0,0,0,-24.60567751625613,3.6911803570867194
22-3-2023 20:32:43:585331,-1.408509,-1.31674,-2.847467,-0.027608,-0.139283,0.112059,sudden-acc,kaggle,1,3.4388617516221847,0.18088442507302835,5.4890991367201245,1.31674,0.112059,0,0,0,-24.17881912863275,3.0765397691868195
22-3-2023 20:32:43:625301,-3.238332,-4.391993,6.397449,-0.093655,0.049804,0.133099,sudden-acc,kaggle,1,8.40855221556446,0.17019706590302902,4.9696904639422765,4.391993,0.133099,0,0,0,-22.65141445308868,4.905387145179376
22-3-2023 20:32:43:673295,-5.116056,-5.254213,9.82717,-0.039326,0.12464,0.146148,sudden-acc,kaggle,1,12.261894366426626,0.19606351465787816,3.853342150862165,5.254213,0.146148,0,0,0,-24.659961637941198,6.1195794462266635
22-3-2023 20:32:43:721283,-6.495608,2.237523,-0.768558,-0.071551,-0.06711,0.121647,sudden-acc,kaggle,1,6.913039408578328,0.15627312728041248,5.348854957848298,0.0,0.121647,0,0,0,-69.98730303275127,4.416754188969945
22-3-2023 20:32:43:761280,1.647582,-3.462711,-9.639847,-0.098715,0.084959,0.117119,sudden-acc,kaggle,1,10.374562357017957,0.17515576800950633,3.4615229484396295,3.462711,0.117119,0,0,0,9.137818548504947,5.240828557741923
22-3-2023 20:32:43:809272,-0.958239,-1.757431,-4.22702,-0.070752,-0.001595,0.11419,sudden-acc,kaggle,1,4.677016547039576,0.13434189826334894,5.697545809978381,1.757431,0.11419,0,0,0,-11.822622767531978,3.6203729312883492
22-3-2023 20:32:43:849266,0.143487,-4.593178,4.079035,-0.074747,0.006927,0.110728,sudden-acc,kaggle,1,6.144623600358122,0.1337751371593391,1.4676070533185452,4.593178,0.110728,0,0,0,1.3380716869767435,2.938264097286614
22-3-2023 20:32:43:897258,-0.555869,-1.288,4.519726,-0.013759,-0.007721,0.144284,sudden-acc,kaggle,1,4.732426170606046,0.14514405457337892,1.4121974297520756,1.288,0.144284,0,0,0,-6.745512843701725,2.3601729135400547
22-3-2023 20:32:43:945257,0.756621,2.9752,-0.644016,-0.012694,0.029564,0.136827,sudden-acc,kaggle,1,3.1367255196935866,0.14055886902291154,1.5957006509124594,0.0,0.136827,0,0,0,13.958181812863028,1.775568063858046
22-3-2023 20:32:43:985251,2.260716,-0.646125,-4.294082,-0.012161,-0.08016,0.140822,sudden-acc,kaggle,1,4.895656704774652,0.16249415744881412,1.7589311850810652,0.646125,0.140822,0,0,0,27.502022763147338,2.534690284668825
22-3-2023 20:32:44:33303,0.181808,1.854314,-5.194622,-0.114162,0.101204,0.135762,sudden-acc,kaggle,1,5.51866218229962,0.2042217728451107,0.623005477524968,0.0,0.135762,0,0,0,1.887906149472313,2.4556330480308715
22-3-2023 20:32:44:81259,-0.373845,1.346562,-2.5888,-0.106439,0.018112,0.128305,sudden-acc,kaggle,1,2.9419168485647242,0.1676886349458424,2.5767453337348956,0.0,0.128305,0,0,0,-7.300618243753774,2.0000969300301112
22-3-2023 20:32:44:129239,-2.433594,2.247103,0.572672,-0.03613,-0.151001,0.124044,sudden-acc,kaggle,1,3.361518238687543,0.19872994952195805,0.4196013901228186,0.0,0.124044,0,0,0,-46.382135253671706,1.53010669736845
22-3-2023 20:32:44:169242,0.641659,-5.493719,4.74007,-0.050778,-0.120374,0.121647,sudden-acc,kaggle,1,7.2842939484991955,0.17851133792843524,3.9227757098116527,5.493719,0.121647,0,0,0,5.05362154873726,4.144103693721704
22-3-2023 20:32:44:217268,-1.762978,4.086506,4.404762,-0.038527,-0.102531,0.118984,sudden-acc,kaggle,1,6.261753028758321,0.16172237923676488,1.0225409197408748,0.0,0.118984,0,0,0,-16.352558315781838,2.8599802011966204
22-3-2023 20:32:44:265261,-4.090972,1.69145,4.011972,-0.034266,-0.011982,0.145616,sudden-acc,kaggle,1,5.974359742773111,0.1500724709465397,0.2873932859852095,0.0,0.145616,0,0,0,-43.21633304741132,2.5209836241887693
22-3-2023 20:32:44:305259,-3.621541,3.492532,-0.85478,-0.124815,0.168317,0.12431,sudden-acc,kaggle,1,5.103331052763969,0.24364394680352722,0.8710286900091422,0.0,0.12431,0,0,0,-45.20584185593289,2.3757342121493887
22-3-2023 20:32:44:353252,3.055875,-1.144296,-13.213271,-0.170089,-0.066311,0.120315,sudden-acc,kaggle,1,13.610228354832332,0.2186392367966006,8.506897302068364,1.144296,0.120315,0,0,0,12.975114265207408,8.061752303592423
22-3-2023 20:32:44:401199,1.523039,-1.814912,-4.667709,-0.010031,-0.162985,0.121913,sudden-acc,kaggle,1,5.234602245820212,0.20378299918050083,8.37562610901212,1.814912,0.121913,0,0,0,16.915199801727173,4.667663630785871
22-3-2023 20:32:44:441192,-3.104209,0.84839,3.370098,0.086643,0.227973,0.138691,sudden-acc,kaggle,1,4.6597681956707895,0.28055996089784446,0.5748340501494225,0.0,0.138691,0,0,0,-41.77233232064582,2.120525481582496
